CUS_CUST_ID_BUY,SPENT_ML,RECENCY_ML,FREQUENCY_ML
57721308,15.01,2019-03-06,2
194781489,17.28,2019-03-30,1
260766030,3.74,2019-01-10,1
160465310,947.81,2019-05-29,16
98559877,298.49,2019-05-24,7
27926880,1659.97,2019-04-25,7
46535373,54.52,2019-03-25,3
37074930,7.87,2019-05-31,1
36143243,66.28,2019-01-11,2
63183940,156.06,2019-05-13,3
321562461,286.42,2019-05-27,2
236638061,84.39,2019-03-31,2
97435033,708.89,2019-05-30,13
217393006,26.43,2018-12-27,3
63796230,129.77,2019-05-12,6
49321254,27.09,2019-02-13,2
211449812,243.28,2019-05-30,9
148084424,62.79,2019-05-29,2
57774027,49.41,2019-04-22,2
121171627,44.02,2019-05-15,1
266093683,71.74,2019-05-28,3
94641907,72.06,2019-04-27,3
198300326,242.85,2019-05-14,4
268195416,111.36,2018-12-26,1
10943151,374.68,2019-05-08,5
52127199,4.21,2019-05-21,2
23953683,51.99,2019-05-13,5
398052569,174.31,2019-05-31,1
339889634,24.13,2019-01-09,1
81348649,269.89,2019-05-16,7
59277286,90.31,2019-04-22,1
239644178,3.75,2019-03-20,1
39927039,10.8,2019-01-26,1
11848289,1048.64,2019-05-28,16
116455494,86.27,2019-01-03,1
211700490,172.48,2019-04-23,3
213096041,274.44,2019-04-27,7
215946118,84.77,2019-05-13,2
223004786,138.88,2019-04-27,4
232551034,240.58,2019-05-21,3
96815086,445.7,2019-04-07,9
183207812,30.06,2019-02-15,1
93563491,28.77,2018-12-04,1
161683362,28.85,2019-03-15,1
80261991,47.49,2019-05-19,3
59305466,254.97,2019-05-17,7
156871618,215.96,2019-05-11,9
23199284,78.04,2019-05-28,1
22950678,160.91,2019-03-05,2
92431931,31.27,2019-03-08,1
164713574,734.36,2019-02-11,3
32845893,28.03,2019-01-27,2
306825702,668.13,2019-02-25,5
61653554,87.86,2019-01-24,1
24977631,173.63,2019-05-31,14
67708990,54.85,2019-05-16,2
57726890,3.12,2019-05-03,3
257690865,17.94,2019-05-13,3
83096878,2.54,2019-04-01,1
245333569,83.69,2019-04-05,3
71654317,186.36,2019-05-31,7
122214516,93.36,2019-01-06,1
168498851,64.47,2019-02-17,1
90809188,180.94,2019-05-20,5
138035631,17.35,2019-01-04,1
256781332,13.59,2019-03-30,2
140537877,258.95,2019-05-14,3
102807663,916.31,2019-05-31,24
129026709,82.29,2019-05-16,2
78886640,661.51,2019-05-05,7
131342246,84.91,2019-05-10,7
274841822,44.64,2019-05-29,1
170052057,1090.46,2019-05-29,13
19630762,786.72,2019-05-09,10
66536252,64.51,2019-05-13,1
62975721,121.18,2019-05-23,7
91872296,54.83,2019-05-23,3
255149521,126.37,2019-05-14,3
113748927,170.82,2019-05-06,2
152673357,1031.99,2019-04-29,9
299745703,2252.3,2019-02-10,16
247203576,334.19,2019-04-11,8
75212688,130.15,2019-01-13,3
340761341,165.12,2018-12-18,1
225075433,4638.86,2019-05-28,25
17886869,115.04,2019-05-03,1
5016297,430.8,2019-05-19,17
277075572,45.37,2019-02-21,1
6946324,31.85,2019-04-25,1
141141385,109.69,2019-05-14,6
338801201,1.46,2019-04-03,2
344394254,537.38,2019-05-16,3
54872367,16.13,2019-05-21,2
74701409,31.15,2019-03-11,1
24983026,86.88,2019-03-20,2
86872052,1851.13,2019-05-31,11
333553597,39.95,2019-04-29,2
259177755,25.03,2019-05-14,1
126397742,445.14,2019-05-21,15
211976653,210.14,2019-05-22,4
46840374,608.81,2019-05-15,7
39068033,923.72,2019-05-31,13
76983788,403.93,2019-04-08,6
27250843,59.19,2019-05-20,10
109671543,228.03,2019-05-13,2
114012600,1.01,2019-05-31,1
69785136,264.42,2019-05-27,3
42539431,44.82,2019-05-30,3
119192054,194.6,2019-05-07,3
266517128,164.81,2019-05-25,7
246972462,186.84,2019-05-23,4
367738326,6.0,2019-04-26,1
320499425,481.41,2019-05-20,9
42019522,534.62,2019-05-08,5
35836141,76.59,2019-05-26,6
103628557,129.46,2019-05-13,1
143067501,666.02,2019-05-29,5
198578823,296.72,2019-04-10,2
180488247,183.01,2019-05-17,4
192843268,0.69,2019-04-01,1
163032567,131.06,2019-05-07,4
172089955,140.69,2019-05-14,4
5215921,290.53,2019-05-16,3
37299291,251.2,2019-04-26,2
175300214,484.63,2019-05-14,6
19369412,95.39,2019-05-22,6
37144553,39.32,2019-04-01,2
180558621,343.42,2019-05-10,2
80582420,224.33,2019-05-23,3
177202649,36.49,2018-12-20,1
220938045,80.1,2019-05-21,3
193950409,37.48,2019-02-01,1
18293715,247.4,2019-05-20,5
78576712,45.54,2019-01-09,1
354408777,43.97,2019-05-30,2
77524736,0.26,2018-12-19,1
137708040,113.62,2019-03-20,2
242766197,8.22,2018-12-04,1
42946237,61.67,2019-04-14,5
336320556,392.32,2019-05-01,5
69930619,21.86,2019-05-16,2
61863321,71.83,2019-03-12,5
6676946,399.55,2019-04-04,7
188103476,32.25,2019-03-21,2
163782721,87.76,2019-05-13,3
175591511,203.74,2019-03-27,2
21695624,108.82,2019-04-22,3
146336088,1116.28,2019-05-18,6
160597228,17.82,2019-05-15,2
221005211,24.53,2019-05-28,1
320753129,518.02,2019-05-26,7
176917648,694.66,2019-05-30,9
324260762,39.25,2019-06-01,1
138287747,318.33,2019-04-17,2
206316359,319.98,2019-05-20,9
323595686,41.11,2019-01-22,1
240978578,146.95,2019-05-30,5
43078946,65.82,2019-04-04,4
25169179,362.93,2019-05-28,19
237292724,208.98,2019-05-17,5
275790576,129.89,2019-05-13,2
59375319,99.96,2019-05-02,6
228488380,5.54,2019-05-09,1
222985936,9.45,2019-05-05,2
39131665,11.34,2019-01-20,1
17104405,39.84,2019-03-28,3
154072127,2.78,2019-05-23,1
27460447,194.51,2019-05-24,7
180285928,144.54,2019-01-19,2
140182448,54.86,2019-01-24,2
84576948,19.26,2019-05-14,2
35323092,1955.06,2019-05-31,11
164499559,7.4,2019-02-11,1
47731046,3.25,2019-03-13,1
82292572,1084.73,2019-06-01,29
377145793,438.23,2019-01-18,6
173632280,307.24,2019-05-18,3
154436033,427.94,2019-05-09,14
275881201,40.83,2019-05-27,1
9663280,1117.11,2019-05-06,8
226890470,426.62,2019-01-30,2
59381441,78.86,2019-04-23,1
227424342,197.16,2019-02-13,1
297286167,144.09,2019-04-06,2
754222,419.9,2019-05-09,7
72230800,25.65,2019-03-19,3
154771433,82.38,2019-04-25,3
51530412,417.24,2019-05-27,5
97714035,754.42,2019-05-31,17
403859998,33.33,2019-05-15,1
135486256,48.35,2019-05-29,2
157738492,36.11,2019-02-26,1
83222460,736.22,2019-05-29,9
181485921,37.42,2019-04-27,1
221965899,65.41,2019-05-26,2
193220723,5.07,2018-12-04,1
156792240,95.03,2019-05-13,2
187572745,16.04,2019-05-23,1
142308752,44.7,2019-05-23,2
130333822,50.22,2019-03-14,1
371919956,21.9,2019-02-13,1
62700758,13.19,2019-03-04,1
251584397,42.26,2019-04-22,4
138955868,464.3,2019-05-07,4
132944206,62.01,2019-05-13,1
98149414,287.73,2019-05-09,2
102569149,977.53,2019-05-09,14
33804429,31.0,2019-04-18,1
436528903,47.69,2019-05-31,1
26307965,49.73,2019-05-29,4
33124815,122.02,2019-05-27,3
61325808,621.56,2019-05-20,4
330428814,9.7,2019-04-08,2
413161546,146.85,2019-04-05,4
131842992,15.67,2019-01-03,1
43370564,7.03,2019-05-11,1
151503092,67.9,2019-05-23,3
145396672,301.55,2018-12-12,2
154690983,261.7,2019-05-03,8
209198522,8.06,2019-04-05,1
241927733,12.31,2019-05-04,1
213525699,358.64,2019-05-13,10
265519561,212.9,2019-05-30,8
83966337,22.4,2019-03-03,4
215138000,43.75,2019-02-02,2
235399130,79.25,2019-03-13,1
170572249,198.38,2019-03-02,4
164558499,611.94,2019-05-16,5
4006357,214.74,2019-05-13,5
277012138,6.42,2019-03-26,1
186334373,62.38,2018-12-26,1
134360238,1108.63,2019-05-15,5
231528743,340.16,2019-04-17,8
147702050,83.35,2019-03-11,3
121380156,304.51,2019-05-18,7
188963698,109.12,2019-03-12,4
72750658,25.48,2019-05-13,3
268415588,454.99,2019-05-17,8
19337516,486.13,2019-05-26,10
384795720,163.28,2019-03-03,1
146782877,26.57,2019-05-17,1
278076957,22.75,2019-02-26,2
60193136,42.38,2018-12-10,1
62549212,79.76,2018-12-28,2
225475895,88.94,2019-04-03,1
43349626,1754.08,2019-05-31,19
267748119,188.3,2019-02-04,1
414277060,32.25,2019-04-23,2
151494954,63.84,2019-05-11,1
92283005,144.69,2019-05-09,5
85164980,193.36,2019-05-13,4
60287330,203.08,2019-05-29,4
44405107,159.43,2019-05-03,2
104308636,203.71,2019-01-17,1
331508604,21.0,2019-04-16,1
3517850,122.32,2019-04-25,7
208854578,312.31,2019-05-08,7
190958087,78.37,2019-05-16,2
57969502,5.88,2019-01-25,1
46090319,393.79,2019-01-29,2
177686141,188.39,2019-03-24,2
58027632,70.72,2019-01-25,2
164905750,69.21,2019-04-22,1
81040178,106.03,2019-04-03,6
30828334,106.51,2019-05-18,6
63615940,3.97,2019-05-13,1
58500695,225.93,2019-05-29,3
212692582,22.82,2019-03-25,1
248471200,180.83,2019-05-28,3
29091162,14.83,2018-12-09,1
301368072,71.25,2019-03-04,2
75248466,378.6,2019-05-22,10
20151232,377.02,2019-04-14,7
401456,465.59,2019-04-10,3
65464830,48.59,2019-02-22,2
137648779,57.0,2019-05-10,3
119530932,67.52,2019-04-24,3
67085036,245.33,2019-04-13,3
6947455,106.71,2019-04-17,7
210561156,248.15,2019-04-26,4
78566417,210.94,2019-02-11,3
307492401,1164.94,2019-03-07,12
191625355,494.31,2019-05-13,2
328664347,267.89,2019-04-11,3
161839720,59.84,2019-05-15,1
181551486,678.07,2019-04-06,11
137922718,274.2,2019-05-29,8
158212929,607.91,2019-05-23,10
395173946,516.28,2019-05-20,6
147093211,64.4,2019-05-14,2
214322947,173.75,2019-05-13,4
62707236,177.95,2019-04-26,1
46713193,55.81,2018-12-17,1
131059851,318.22,2019-03-12,4
149124212,1203.0,2019-05-27,9
73544158,134.22,2018-12-04,1
13104701,302.76,2019-04-23,3
25026645,213.36,2019-05-10,7
187489571,22.13,2019-05-21,1
7001353,704.28,2019-03-01,2
73208119,22.35,2019-02-09,2
179106028,89.02,2018-12-16,1
41546919,136.17,2019-02-22,2
93492184,947.03,2019-05-20,12
225347709,301.1,2019-04-22,5
7320071,971.99,2019-05-02,16
391082128,107.43,2019-01-02,1
39635929,34.5,2019-05-27,3
164511116,18.64,2019-01-25,1
81574082,236.87,2019-04-26,5
5914730,54.17,2019-04-30,4
56951117,24.12,2019-03-22,1
254883319,10.8,2019-05-06,1
129796245,524.93,2019-02-21,4
50695715,664.29,2019-05-15,9
79814555,1287.4,2019-05-15,18
124379365,76.81,2019-05-02,3
129167254,684.56,2019-05-01,3
309861598,687.28,2019-06-01,11
226221699,357.99,2019-03-26,3
246187065,152.52,2019-01-29,2
182882253,626.03,2019-05-01,6
70980499,163.13,2019-05-04,7
159822824,134.82,2019-02-26,5
333088330,1658.02,2019-06-01,10
199675907,342.31,2019-05-27,9
233762405,412.22,2019-05-25,10
43688087,242.19,2019-02-23,3
92348896,379.72,2019-05-10,7
99706416,1019.72,2019-05-06,8
89807009,181.19,2019-05-16,5
133696635,1011.37,2019-05-30,12
137754367,588.01,2019-03-29,3
97908676,40.04,2019-05-23,2
153903113,138.56,2019-05-27,6
328270801,20.26,2019-01-19,3
183235495,62.09,2019-05-29,3
191261663,167.53,2019-03-08,5
316628688,10.25,2019-05-17,1
210800405,37.18,2019-04-11,1
206680383,17.79,2019-05-15,2
130034780,396.72,2019-04-16,8
288012059,90.44,2019-03-26,4
24119994,247.61,2019-04-26,8
7854488,257.07,2019-03-20,6
209260376,577.41,2019-01-20,1
239943308,60.18,2019-04-09,3
98033849,99.62,2019-05-30,5
278934455,5.06,2019-01-24,1
122542575,77.36,2019-03-31,2
302509534,663.53,2019-05-31,9
54127429,23.42,2019-03-25,2
57719883,96.15,2019-01-20,3
226148379,107.85,2019-05-16,5
180309272,288.33,2019-05-15,4
84964078,108.91,2018-12-14,1
173307373,183.14,2019-05-21,2
322606596,12.15,2019-05-30,1
158606884,411.86,2019-05-26,2
324993472,171.58,2019-04-25,5
17867808,45.51,2019-02-22,1
256468148,56.76,2019-05-13,2
165408552,1428.28,2019-04-30,6
359266107,14.9,2018-12-18,1
42572049,13.76,2019-03-02,1
142142933,48.35,2019-04-24,1
270323204,9.18,2019-01-28,1
177430670,60.39,2019-05-21,2
99051654,458.41,2019-04-18,9
89702675,466.2,2019-04-10,7
35774458,84.53,2019-05-29,2
381977301,516.7,2019-05-31,11
203036763,8.75,2019-05-03,1
284472300,369.93,2019-04-13,2
127282720,517.15,2019-05-20,12
79489119,14.32,2019-01-01,1
200042604,424.46,2019-05-25,7
149402126,1.82,2019-04-06,1
99503036,122.17,2019-05-14,1
44530502,132.58,2019-05-03,5
419099179,1838.94,2019-05-30,9
349277000,5.39,2019-06-01,1
138907028,72.24,2019-05-19,5
376501067,19.44,2019-03-27,1
105322821,6.07,2019-03-14,1
25368544,160.44,2019-05-27,5
15508965,1295.05,2019-05-19,10
98719577,556.86,2019-04-23,6
240004761,66.79,2019-05-23,1
281772200,44.45,2019-05-15,1
418042848,13.5,2019-03-20,1
135896500,133.79,2019-05-17,9
34582124,0.87,2019-05-23,1
191898238,1097.2,2019-05-27,11
153204668,21.23,2019-01-18,2
127035376,313.52,2019-05-25,8
126583152,230.25,2019-05-11,4
189422170,99.34,2019-05-30,4
192463963,125.14,2019-05-14,2
181377184,156.6,2019-05-23,9
52690331,1374.4,2019-05-16,12
94539821,132.85,2019-05-19,1
97293242,835.88,2019-05-29,11
76772909,841.05,2019-05-29,15
188024499,3.39,2018-12-20,1
323912514,63.86,2019-05-14,1
22770984,992.04,2019-05-24,28
24353907,578.42,2019-05-28,6
60406758,913.9,2019-05-10,15
272558430,22.41,2019-04-01,2
163113231,40.91,2019-03-27,2
131971397,104.08,2019-04-22,4
53229392,43.86,2019-05-29,3
334528727,2.76,2019-01-06,1
144728682,288.99,2019-04-05,3
38724121,693.73,2019-04-29,5
24911882,267.56,2019-05-16,5
69782813,81.17,2019-04-10,2
376649822,191.68,2019-03-27,5
258444235,50.06,2019-04-06,1
31258877,426.02,2019-05-24,10
160412973,13.73,2019-03-19,1
38712909,1681.87,2019-04-29,18
326569570,219.86,2019-05-16,4
279725616,235.62,2019-04-26,3
40183058,1326.53,2019-05-31,7
166039748,19.89,2019-05-21,1
41917487,878.19,2019-05-17,19
42909577,298.94,2019-05-21,4
174104688,396.21,2019-05-29,12
189665242,254.94,2019-02-25,3
398973456,72.72,2019-04-29,2
172254555,32.75,2019-05-16,1
118147157,572.63,2019-05-21,9
197160572,6.65,2019-05-15,1
142829257,77.42,2019-05-20,2
120849706,23.51,2019-05-17,2
317685714,2.62,2018-12-15,1
58726056,1052.92,2019-04-09,5
64304702,403.17,2019-05-13,10
77405883,1642.09,2019-05-22,10
232822631,85.57,2019-04-03,2
316526033,21.04,2019-05-13,3
47823997,1166.09,2019-05-09,14
43166839,370.79,2019-05-06,7
68763602,53.45,2018-12-09,1
363284730,214.37,2019-05-31,5
168821213,180.25,2019-05-15,6
96488971,178.95,2019-05-24,13
58953061,216.25,2019-03-16,1
26450705,206.41,2019-05-16,3
143983006,1556.61,2019-05-04,7
97938292,93.28,2019-02-13,2
36876509,3950.42,2019-05-18,16
293334341,247.59,2019-03-12,4
154707999,55.92,2019-01-26,2
105405656,520.67,2019-05-22,5
123710824,332.91,2019-04-22,6
77108389,904.39,2019-05-13,21
163702934,6.12,2019-03-21,1
61224233,3.8,2019-03-15,2
144963600,162.53,2019-03-07,5
51730779,286.39,2019-05-07,3
191224313,133.13,2019-05-05,4
272008927,2.7,2019-01-29,1
23445112,336.78,2019-06-01,4
107656315,0.53,2018-12-30,1
323381433,146.59,2019-03-23,3
46731963,39.22,2019-02-13,1
288517299,187.48,2019-04-15,4
226294485,1397.66,2019-05-22,19
46825165,32.61,2019-04-28,1
79527538,365.41,2019-05-24,9
232658544,99.79,2019-02-28,2
56962201,455.89,2019-05-31,4
285604122,120.91,2019-02-20,1
251800270,155.68,2019-05-06,10
147022650,144.52,2019-05-13,1
67169857,65.26,2019-05-05,1
58779021,228.63,2019-05-29,4
158940188,361.08,2019-05-24,6
208581281,148.74,2018-12-18,2
140542387,97.01,2019-05-22,5
91746198,210.85,2019-04-22,5
129997358,229.16,2019-05-28,6
151237807,209.8,2019-05-31,4
224479242,7.14,2019-01-22,1
52569887,120.41,2018-12-05,2
13803494,73.9,2019-03-22,3
357668015,874.98,2019-03-16,1
190899425,161.02,2019-04-06,2
167188300,53.29,2019-02-24,1
150792424,86.78,2019-05-13,5
220977635,114.44,2019-04-22,1
296467588,597.52,2019-04-01,8
282911879,39.67,2018-12-12,1
128042661,18.78,2018-12-11,1
29190227,3.41,2019-02-06,1
196086856,256.16,2019-03-02,1
55504026,119.2,2019-03-21,4
108298940,384.55,2019-04-21,6
304605875,131.3,2019-06-01,8
68889187,20.4,2019-02-23,1
260346063,47.4,2018-12-26,1
206664781,51.84,2019-03-21,2
351642545,18.31,2018-12-15,1
154375711,166.07,2019-05-29,6
195415324,20.43,2019-03-24,3
57131632,654.7,2019-05-15,12
110197817,45.1,2019-02-01,2
399451323,201.71,2019-02-03,2
115176548,0.74,2018-12-21,1
51946382,231.16,2019-05-16,9
231968870,702.63,2019-05-14,7
32487371,10.33,2019-02-12,2
178507054,66.48,2019-02-05,3
89455839,191.67,2019-05-28,7
222699074,40.87,2019-02-05,1
163589160,269.94,2019-05-23,14
46582775,276.97,2019-05-31,6
59350673,297.57,2019-05-13,6
190598017,346.85,2019-04-22,4
75007474,351.2,2019-05-09,7
186966291,0.56,2019-05-05,1
162106053,215.51,2019-05-04,6
56559119,107.5,2019-05-15,2
102276665,884.94,2019-05-31,12
400221717,80.96,2019-03-07,1
397448048,121.64,2019-03-05,3
92554423,20.99,2019-05-10,1
22456578,311.88,2019-05-02,6
264855966,770.48,2019-05-08,8
215244473,8.82,2019-02-27,1
87056727,208.01,2019-05-31,5
360166823,1109.86,2019-05-15,14
85001417,839.72,2019-04-23,9
33602650,51.45,2019-03-08,3
4655909,82.59,2019-05-14,4
211675705,170.32,2019-05-22,5
115498228,3.35,2018-12-18,1
49567823,13.51,2019-01-15,1
97935188,630.03,2019-05-23,10
190355568,268.84,2019-05-31,4
246316505,90.69,2019-03-14,2
162214718,349.75,2019-05-31,10
163685490,217.05,2019-04-23,3
8187736,9.3,2019-04-09,2
95090578,646.43,2019-03-18,9
45723507,526.46,2019-05-24,8
413538816,8.19,2019-05-31,2
38026419,866.88,2019-05-22,9
79464580,23.15,2019-04-01,3
156781250,645.9,2019-05-15,8
52562340,4.01,2019-01-07,1
182801188,41.62,2019-05-08,2
108359385,586.83,2019-04-10,7
42297503,1096.98,2019-05-19,21
194700392,254.73,2019-05-31,7
209749068,494.28,2019-04-17,5
206235885,240.71,2019-05-01,3
170006858,14.62,2019-05-31,1
151672940,199.19,2019-03-28,3
122199794,10.58,2019-01-18,1
414483440,4.29,2019-04-07,1
128867191,23.12,2019-05-17,1
62103364,300.92,2019-05-14,8
351168696,8.48,2019-05-13,1
262257473,128.21,2019-05-15,3
435625043,42.41,2019-05-30,1
239921159,309.18,2019-05-29,3
293247384,28.07,2019-03-25,2
160258588,94.3,2019-04-09,4
119640351,77.31,2019-05-25,1
98686863,106.41,2019-03-14,2
25760927,1565.67,2019-04-16,6
305563558,159.94,2019-05-15,6
180456701,744.77,2019-05-15,12
68182267,326.56,2019-03-01,1
192509662,2.21,2019-05-21,1
169478806,13.13,2019-01-08,1
27072360,1659.92,2019-05-29,19
313427353,6.6,2019-04-06,1
89858290,171.64,2019-03-08,4
200107578,3.98,2018-12-11,1
40779014,15.11,2019-03-05,2
953563,53.91,2019-05-17,3
398209395,303.81,2019-05-08,4
6446979,11.61,2019-05-17,1
119556920,682.28,2019-05-08,8
190673075,213.62,2019-03-26,12
43948445,382.33,2019-05-28,11
58705201,109.87,2019-04-26,9
207096837,65.15,2019-05-10,1
242616704,13.65,2019-04-11,2
393007867,220.9,2019-05-26,3
47418557,673.48,2019-03-25,6
42590217,470.31,2019-05-17,8
212946040,24.47,2019-04-08,1
16044315,365.0,2019-04-23,2
184332456,84.95,2019-03-10,1
21779798,117.28,2019-04-14,5
258080444,4.32,2019-02-05,1
70205440,390.44,2018-12-16,1
3693200,643.32,2019-05-14,4
71399231,168.21,2019-05-14,4
212493399,20.8,2018-12-24,1
103513588,102.46,2019-03-15,4
227366046,22.35,2019-03-01,1
131616265,1009.71,2019-05-09,10
48040934,134.77,2019-05-02,6
198301374,339.27,2019-05-07,3
158901253,181.83,2019-04-12,8
239932946,2.75,2018-12-20,1
60972053,1058.02,2019-05-15,7
92144671,10.02,2019-04-24,1
180759702,90.24,2019-02-25,3
105479655,21.07,2019-02-11,2
78507731,320.73,2019-06-01,8
91891932,168.47,2019-04-02,3
230549756,8.19,2019-04-12,1
65967947,201.29,2019-02-14,5
420697279,293.83,2019-05-27,3
59347826,376.5,2019-04-30,8
163001393,323.06,2019-04-13,4
73722812,359.56,2019-05-16,5
4430107,283.74,2019-01-25,8
140827717,23.24,2018-12-05,1
165150525,83.45,2019-05-10,2
156620791,357.54,2019-05-14,7
183123130,30.24,2019-05-15,1
77600925,52.98,2019-05-27,1
95346982,40.85,2019-05-09,1
120868372,67.24,2019-05-17,2
293241652,224.34,2019-04-10,4
85597001,914.72,2019-05-10,9
89510130,35.07,2019-05-21,1
28319958,74.59,2019-04-29,4
333844996,201.88,2019-05-14,6
317647958,164.99,2019-04-25,3
20695046,2.63,2019-05-23,1
233990311,59.66,2019-04-10,1
246446629,18.49,2019-01-05,1
5154372,725.93,2019-05-19,9
278138811,5.76,2019-02-14,1
45647107,82.89,2018-12-09,1
396002788,2775.85,2019-05-17,6
191611817,630.8,2019-05-15,13
11664804,76.58,2019-05-15,4
95378953,874.28,2019-05-28,21
103692,1157.44,2019-05-30,12
62792482,856.75,2019-05-14,11
216954606,15.55,2019-05-19,1
332741036,68.63,2019-04-09,1
255338687,896.22,2019-04-11,1
156891265,256.72,2018-12-16,1
168172915,177.71,2018-12-19,1
117171878,115.53,2019-05-06,4
26185297,5.15,2019-03-23,2
221091409,157.68,2019-05-16,5
51378529,284.74,2019-05-09,5
59388293,202.93,2019-05-18,4
131074635,425.85,2019-05-15,5
80330368,497.22,2019-05-19,9
58025932,49.2,2018-12-22,2
154571587,400.75,2019-05-16,3
39890443,842.34,2019-05-28,11
299658770,5.08,2019-01-07,2
237473533,81.72,2019-03-10,2
210539456,104.36,2019-02-11,1
18385300,2067.63,2019-04-10,9
117033648,23.89,2019-04-09,3
398107756,2.41,2019-02-03,1
82983735,58.77,2019-05-17,3
90304857,1819.15,2019-06-01,23
91578026,241.91,2019-04-02,4
173767353,46.64,2019-05-29,3
84086917,624.17,2019-05-28,13
166629213,132.91,2019-03-14,3
218164325,8.42,2019-03-06,2
44802837,59.24,2019-05-09,2
171369556,39.9,2019-05-30,4
40765465,773.06,2019-01-29,2
384435725,96.25,2019-02-28,5
19020648,241.82,2019-05-24,6
202694260,3025.26,2019-05-31,22
66199462,298.66,2019-05-10,6
34864524,426.28,2019-03-31,5
46159541,864.05,2019-05-16,9
34602169,212.99,2019-05-08,9
134764130,10.51,2019-01-20,1
5423421,507.32,2019-05-17,2
84645130,12.16,2019-02-08,1
185266290,44.91,2019-05-31,2
21791732,347.95,2019-05-31,7
144357344,123.44,2019-05-16,5
141094967,281.75,2019-05-13,7
300918960,144.54,2019-03-13,3
50837784,132.36,2018-12-29,1
130198589,420.51,2019-05-17,9
194225618,5.0,2018-12-26,1
50153970,21.08,2019-02-12,1
99235933,9.74,2019-03-12,1
78400368,103.07,2019-02-19,1
179165965,42.74,2019-04-21,1
241344115,365.18,2019-06-01,8
204511556,173.78,2019-05-03,5
73801936,760.85,2019-05-29,17
279346958,801.29,2019-05-14,1
106301803,24.43,2019-04-03,5
19118101,184.26,2019-03-29,2
128449729,296.88,2019-05-29,5
189291928,90.91,2019-03-13,2
58742211,1515.95,2019-06-01,12
403824704,103.1,2019-05-30,3
46550777,74.91,2019-03-13,2
98575113,193.76,2019-05-03,5
171055642,16.68,2019-02-04,1
232758149,143.81,2019-05-27,2
105807484,462.74,2019-05-15,7
59372592,271.33,2019-03-18,3
435241311,49.08,2019-05-12,1
420402020,558.92,2019-06-01,1
12551632,24.2,2019-02-05,1
148764586,105.33,2019-02-27,2
24393810,510.44,2019-05-14,13
69331351,2467.95,2019-05-16,8
386645805,0.3,2019-01-12,1
196213227,46.83,2019-04-10,2
13061085,236.22,2019-05-08,5
313065914,47.07,2019-02-14,1
268532038,221.71,2019-03-14,3
193405205,27.24,2019-05-03,2
30060715,97.16,2019-04-22,2
278916418,297.27,2019-01-15,1
169835748,332.97,2019-05-14,8
226223143,138.85,2018-12-15,2
21993452,44.42,2019-05-13,1
89577018,84.96,2019-02-21,3
22522755,672.29,2019-05-13,4
187189048,3.33,2019-05-09,1
406297158,91.56,2019-05-02,2
21142942,68.24,2018-12-19,2
57781689,31.21,2019-03-11,2
282720756,69.7,2019-03-25,2
76747,30.96,2019-05-24,2
45593979,15.0,2019-04-06,1
72191095,295.46,2019-05-22,8
291493116,135.11,2019-04-10,1
113013680,901.77,2019-05-14,6
318665648,171.12,2019-05-25,4
41467295,85.67,2019-05-29,3
59347957,646.68,2019-05-16,11
252104335,18.3,2019-04-10,2
149177375,47.54,2019-03-06,3
24566088,565.69,2019-05-07,8
83112068,285.57,2019-04-23,6
113645149,31.54,2019-03-28,3
206722975,213.79,2019-02-14,3
53622657,55.75,2019-04-16,2
172634039,78.28,2019-04-25,4
191174393,53.59,2019-01-09,1
66952829,49.14,2019-04-21,1
207914197,2380.3,2019-05-27,27
99557375,98.6,2019-01-18,1
202159073,71.26,2018-12-17,1
46668390,346.98,2019-04-11,10
12929346,638.59,2019-05-27,8
414872294,227.08,2019-05-20,3
286491113,1061.12,2019-05-26,10
278649315,351.22,2019-05-28,6
225625527,60.29,2019-02-27,3
50054253,280.64,2019-05-21,8
36653605,176.65,2019-06-01,4
165511461,76.78,2019-02-26,4
143029980,55.7,2019-02-04,2
122669959,191.79,2019-06-01,1
59490526,53.27,2019-04-01,3
326181638,26.84,2019-03-30,3
209060418,333.11,2019-04-22,4
42824654,6.58,2019-05-25,1
250650058,846.04,2019-05-21,12
26347606,15.52,2018-12-29,1
225478459,15.86,2019-04-25,4
185774040,125.26,2019-04-02,2
9576601,178.9,2019-03-26,4
402400374,34.19,2019-02-13,1
83723754,86.91,2019-03-06,1
163162801,187.5,2019-03-16,1
199055145,10.89,2019-03-22,1
3011712,1325.66,2019-05-24,11
145461261,691.41,2019-05-18,8
51728095,289.28,2019-05-10,7
153219310,59.64,2019-03-26,3
327451110,139.71,2019-04-29,8
129031302,115.52,2019-03-24,7
96288804,653.68,2019-05-06,7
247677211,703.97,2019-05-29,14
378314778,141.15,2019-05-25,8
24556865,327.46,2019-05-25,5
140294067,277.19,2019-05-03,9
63290798,37.45,2019-04-13,2
226856756,43.88,2019-01-21,2
175729241,42.53,2019-02-14,2
61150437,253.04,2019-05-06,8
25402357,885.27,2019-05-29,16
5201255,62.48,2019-02-15,1
77816691,381.65,2019-05-04,6
7476485,275.14,2019-04-26,6
212310727,6.23,2019-03-21,1
134520617,257.18,2019-05-22,9
207331258,93.33,2019-03-21,2
59428442,216.01,2019-04-11,3
177142637,320.55,2019-05-14,4
54119203,174.16,2019-05-08,3
151172611,244.23,2019-05-28,9
213883141,1116.78,2019-05-15,8
28308118,72.58,2019-03-14,4
429787461,66.53,2019-05-20,2
