CITY,CUS_CUST_ID_BUY,GENDER,RANGO_EDAD,TARJETAS,ESTADO
san miguel,220436107,male,02.Entre 18 y 25 años,Credit Card,buenos aires
florida,272985959,female,06.Entre 41 y 55 años,Credit Card,buenos aires
jose c paz,187013767,male,06.Entre 41 y 55 años,Credit Card,buenos aires
ciudad autonoma de buenos aires,1327850,female,05.Entre 36 y 40 años,Credit Card,buenos aires
villa crespo,162635516,female,03.Entre 26 y 30 años,Debit Card,buenos aires
gonzales catan,110500905,female,06.Entre 41 y 55 años,Credit Card,capital federal
wilde,240108228,female,03.Entre 26 y 30 años,Credit Card,buenos aires
caba,414054896,female,04.Entre 31 y 35 años,Credit Card,capital federal
banfield,18190392,female,04.Entre 31 y 35 años,Account Money,buenos aires
chascomus,76743262,male,00. Sin Dato,Debit Card,buenos aires
martinez,133645915,female,03.Entre 26 y 30 años,Credit Card,buenos aires
rosario,200018830,male,03.Entre 26 y 30 años,Debit Card,santa fe
dorrego,325487752,female,04.Entre 31 y 35 años,Credit Card,mendoza
bella vista,83112068,male,06.Entre 41 y 55 años,Credit Card,buenos aires
tapiales,253831386,male,03.Entre 26 y 30 años,Debit Card,buenos aires
san nicolas,176731623,male,03.Entre 26 y 30 años,Credit Card,buenos aires
del viso,39835736,male,03.Entre 26 y 30 años,Credit Card,buenos aires
palermo,209608685,Unknown,04.Entre 31 y 35 años,Credit Card,capital federal
garin,222518619,male,06.Entre 41 y 55 años,Debit Card,buenos aires
"trancas, 24 de septiembre",242446557,female,02.Entre 18 y 25 años,Ticket,tucuman
luis guillon,110145452,female,05.Entre 36 y 40 años,Credit Card,buenos aires
bahia blanca,30669377,female,04.Entre 31 y 35 años,Debit Card,buenos aires
buenos aires,162865292,Unknown,00. Sin Dato,Credit Card,buenos aires
la tablada,163332922,female,05.Entre 36 y 40 años,Ticket,buenos aires
recoleta,387200312,male,00. Sin Dato,Debit Card,capital federal
buenos aires,153870883,male,02.Entre 18 y 25 años,Debit Card,capital federal
san francisco,133685130,male,07.Entre 56 y 65 años,Account Money,cordoba
general rodriguez,200678245,male,03.Entre 26 y 30 años,Debit Card,buenos aires
monte quemado,180509523,male,05.Entre 36 y 40 años,Credit Card,buenos aires
acassuso,79450410,male,04.Entre 31 y 35 años,Debit Card,buenos aires
mataderos,20686524,male,00. Sin Dato,Credit Card,capital federal
bahia blanca,78525087,male,06.Entre 41 y 55 años,Account Money,buenos aires
caba,873701,male,05.Entre 36 y 40 años,Credit Card,capital federal
mar del plata,270769908,female,06.Entre 41 y 55 años,Account Money,buenos aires
wilde,182756505,Unknown,02.Entre 18 y 25 años,Credit Card,capital federal
ulapes,212020544,male,02.Entre 18 y 25 años,Debit Card,la rioja
caba,148819410,male,05.Entre 36 y 40 años,Account Money,capital federal
mar del plata,312075278,male,02.Entre 18 y 25 años,Account Money,buenos aires
capilla del señor,270545228,male,02.Entre 18 y 25 años,Credit Card,buenos aires
rivadavia,167358494,male,02.Entre 18 y 25 años,Debit Card,buenos aires
olivos,60345763,female,06.Entre 41 y 55 años,Credit Card,buenos aires
ciudad autonoma de buenos aires,27086170,male,07.Entre 56 y 65 años,Credit Card,capital federal
buenos aires,210334765,female,02.Entre 18 y 25 años,Credit Card,buenos aires
rafael castillo,137939746,male,06.Entre 41 y 55 años,Debit Card,buenos aires
metan,345830317,female,06.Entre 41 y 55 años,Account Money,salta
yerba buena,109378699,Unknown,02.Entre 18 y 25 años,Credit Card,tucuman
goya batio golondrinas,223149118,male,03.Entre 26 y 30 años,Debit Card,corrientes
caba,60081357,male,00. Sin Dato,Credit Card,capital federal
san justo,264035735,female,05.Entre 36 y 40 años,Account Money,buenos aires
salta,55413052,male,07.Entre 56 y 65 años,Ticket,salta
palermo,129512858,female,07.Entre 56 y 65 años,Credit Card,capital federal
balvanera,38149103,female,04.Entre 31 y 35 años,Credit Card,capital federal
boulogne,75923889,male,06.Entre 41 y 55 años,Credit Card,buenos aires
capital federal,51440885,female,06.Entre 41 y 55 años,Credit Card,capital federal
guaymallen,226870560,male,02.Entre 18 y 25 años,Debit Card,mendoza
cordoba,356091764,female,03.Entre 26 y 30 años,Credit Card,cordoba
viedma,46529699,male,05.Entre 36 y 40 años,Account Money,rio negro
palermo,379951382,female,02.Entre 18 y 25 años,Credit Card,capital federal
alta gracia_parque san juan,237619127,female,06.Entre 41 y 55 años,Ticket,cordoba
moreno,257763015,female,03.Entre 26 y 30 años,Debit Card,buenos aires
chichinales,239913444,female,04.Entre 31 y 35 años,Account Money,rio negro
lugano,139141848,male,05.Entre 36 y 40 años,Debit Card,capital federal
caba,136374399,male,05.Entre 36 y 40 años,Credit Card,capital federal
caba,445973988,female,06.Entre 41 y 55 años,Credit Card,capital federal
,45144862,male,05.Entre 36 y 40 años,Credit Card,buenos aires
cordoba,403484210,male,03.Entre 26 y 30 años,Debit Card,cordoba
san miguel de tucuman,247813726,male,04.Entre 31 y 35 años,Account Money,tucuman
vicuña mackenna,31723700,male,06.Entre 41 y 55 años,Credit Card,cordoba
buenos aires,175779565,female,05.Entre 36 y 40 años,Debit Card,buenos aires
buenos aires,112638572,male,06.Entre 41 y 55 años,Account Money,capital federal
allen,244820379,male,00. Sin Dato,Account Money,rio negro
once,201636198,Unknown,00. Sin Dato,Account Money,santa fe
casilda,15201664,male,03.Entre 26 y 30 años,Credit Card,santa fe
san martin,3283312,male,04.Entre 31 y 35 años,Credit Card,buenos aires
el hoyo,128123308,male,02.Entre 18 y 25 años,Account Money,cordoba
temperley,277762729,female,03.Entre 26 y 30 años,Debit Card,buenos aires
buenos aires,242390126,female,00. Sin Dato,Debit Card,buenos aires
san luis,318400002,female,02.Entre 18 y 25 años,Credit Card,san luis
,126549870,Unknown,06.Entre 41 y 55 años,Credit Card,capital federal
presidencia roque saenz peña,230525206,female,02.Entre 18 y 25 años,Credit Card,chaco
lanus oeste,61409775,female,00. Sin Dato,Debit Card,capital federal
ingeniero juarez,31183436,female,05.Entre 36 y 40 años,Debit Card,formosa
caba,250886342,male,00. Sin Dato,Debit Card,capital federal
villa constitucion,311120488,male,02.Entre 18 y 25 años,Account Money,santa fe
moron,178933606,male,04.Entre 31 y 35 años,Credit Card,buenos aires
las lomitas,321157440,female,05.Entre 36 y 40 años,Credit Card,formosa
san francisco barrios catedral,401338118,Unknown,02.Entre 18 y 25 años,Credit Card,cordoba
san cristobal,198527667,male,04.Entre 31 y 35 años,Credit Card,capital federal
san miguel de tucuman,135130693,male,06.Entre 41 y 55 años,Credit Card,tucuman
caba,22018305,female,04.Entre 31 y 35 años,Debit Card,capital federal
salta,90304857,Unknown,05.Entre 36 y 40 años,Debit Card,salta
ezeiza,170477564,male,04.Entre 31 y 35 años,Debit Card,buenos aires
san martin,10911309,female,06.Entre 41 y 55 años,Credit Card,buenos aires
buenos aires,226063164,male,02.Entre 18 y 25 años,Debit Card,buenos aires
don torcuato,321720651,female,05.Entre 36 y 40 años,Account Money,buenos aires
villa lynch,72906728,male,05.Entre 36 y 40 años,Credit Card,capital federal
caba,243516189,male,03.Entre 26 y 30 años,Credit Card,buenos aires
moron,238033348,female,02.Entre 18 y 25 años,Debit Card,buenos aires
temperley,70656270,male,00. Sin Dato,Credit Card,buenos aires
alta gracia,308328550,male,07.Entre 56 y 65 años,Account Money,cordoba
moron,155795473,female,02.Entre 18 y 25 años,Account Money,buenos aires
ciudad autonoma de buenos aires,27719447,male,04.Entre 31 y 35 años,Credit Card,capital federal
colegiales,59267725,female,06.Entre 41 y 55 años,Credit Card,capital federal
palermo,23799781,male,00. Sin Dato,Account Money,capital federal
ayacucho,57689097,male,05.Entre 36 y 40 años,Credit Card,buenos aires
ezeiza,43628064,male,06.Entre 41 y 55 años,Account Money,gran buenos aires
"san martin, villa maipu",34333279,male,06.Entre 41 y 55 años,Debit Card,buenos aires
,141094967,male,05.Entre 36 y 40 años,Ticket,neuquen
campana,383167215,male,04.Entre 31 y 35 años,Debit Card,buenos aires
ciudad autonoma de buenos aires,279511383,male,00. Sin Dato,Credit Card,capital federal
buenos aires,280398492,Unknown,00. Sin Dato,Debit Card,capital federal
centro,37653964,male,06.Entre 41 y 55 años,Credit Card,buenos aires
caba almagro,133432882,female,04.Entre 31 y 35 años,Credit Card,capital federal
don torcuato,156340999,female,02.Entre 18 y 25 años,Credit Card,buenos aires
colegiales,147732871,male,00. Sin Dato,Account Money,capital federal
quilmes,25657699,female,00. Sin Dato,Credit Card,buenos aires
campana,206994893,female,03.Entre 26 y 30 años,Debit Card,buenos aires
rosario,347845329,male,03.Entre 26 y 30 años,Credit Card,santa fe
cordoba,431635636,male,04.Entre 31 y 35 años,Account Money,cordoba
capital federal,62706552,male,06.Entre 41 y 55 años,Credit Card,capital federal
banfield,6642497,Unknown,06.Entre 41 y 55 años,Credit Card,buenos aires
hurlingham,161126064,female,02.Entre 18 y 25 años,Debit Card,buenos aires
viedma,164873795,female,03.Entre 26 y 30 años,Debit Card,buenos aires
b° talleres oeste / alem,214144787,female,06.Entre 41 y 55 años,Credit Card,cordoba
merlo,72648804,male,04.Entre 31 y 35 años,Debit Card,capital federal
pablo podesta,352149571,male,00. Sin Dato,Account Money,buenos aires
san vicente,95310362,female,04.Entre 31 y 35 años,Debit Card,capital federal
comandante andresito,316112905,female,03.Entre 26 y 30 años,Credit Card,misiones
caleta olivia,73287053,female,05.Entre 36 y 40 años,Account Money,santa cruz
,143636741,female,03.Entre 26 y 30 años,Ticket,la pampa
ezpeleta,223004786,male,02.Entre 18 y 25 años,Account Money,buenos aires
villa devoto,119877041,female,03.Entre 26 y 30 años,Credit Card,capital federal
juana kloslay,231148079,male,03.Entre 26 y 30 años,Account Money,san luis
villa gobernador galvez,220608133,female,02.Entre 18 y 25 años,Credit Card,santa fe
capital federal  flores,76477043,male,05.Entre 36 y 40 años,Credit Card,capital federal
castelar,119153611,female,05.Entre 36 y 40 años,Credit Card,buenos aires
mar del plata,68169554,male,00. Sin Dato,Credit Card,buenos aires
oran,218231028,Unknown,04.Entre 31 y 35 años,Credit Card,salta
lugano 1y2,258060596,female,02.Entre 18 y 25 años,Debit Card,capital federal
cordoba,176718291,male,03.Entre 26 y 30 años,Debit Card,cordoba
venado tuerto,250938729,male,03.Entre 26 y 30 años,Credit Card,santa fe
villa celina,98904705,male,02.Entre 18 y 25 años,Debit Card,buenos aires
lubo,399709618,male,02.Entre 18 y 25 años,Debit Card,buenos aires
san nicolas,98756661,Unknown,04.Entre 31 y 35 años,Credit Card,capital federal
florida,53139741,female,04.Entre 31 y 35 años,Credit Card,gran buenos aires
caballito,78865471,male,04.Entre 31 y 35 años,Credit Card,capital federal
rosario,189806834,female,04.Entre 31 y 35 años,Credit Card,santa fe
capital federal,11483282,male,05.Entre 36 y 40 años,Credit Card,capital federal
retiro,230549756,male,05.Entre 36 y 40 años,Debit Card,capital federal
villa crespo,203628694,female,04.Entre 31 y 35 años,Debit Card,capital federal
concepcion de la sierra,400653375,female,06.Entre 41 y 55 años,Account Money,misiones
el talar,316905455,male,04.Entre 31 y 35 años,Credit Card,buenos aires
eldorado lomas del parana km1,355959191,female,02.Entre 18 y 25 años,Credit Card,misiones
nogoya,438914437,female,02.Entre 18 y 25 años,Account Money,entre rios
caba,66000891,male,06.Entre 41 y 55 años,Credit Card,capital federal
,111064,female,06.Entre 41 y 55 años,Credit Card,capital federal
la plata,116455494,male,06.Entre 41 y 55 años,Credit Card,buenos aires
florencio varela,222577976,male,05.Entre 36 y 40 años,Credit Card,buenos aires
salto,267374187,male,00. Sin Dato,Credit Card,buenos aires
ezeiza,14769608,female,04.Entre 31 y 35 años,Debit Card,buenos aires
caba,74837266,female,04.Entre 31 y 35 años,Credit Card,capital federal
posadas,269856510,female,05.Entre 36 y 40 años,Account Money,misiones
san jose,58794402,male,08.Mayor de 65 años,Credit Card,entre rios
neuquen,155223477,female,02.Entre 18 y 25 años,Credit Card,buenos aires
puerto madero,41663935,female,06.Entre 41 y 55 años,Account Money,capital federal
,117042233,female,04.Entre 31 y 35 años,Debit Card,capital federal
recoleta,260766030,female,04.Entre 31 y 35 años,Credit Card,capital federal
punta alta,342158949,female,05.Entre 36 y 40 años,Account Money,buenos aires
la tablada,103513588,female,03.Entre 26 y 30 años,Debit Card,buenos aires
villa lugano,26169569,female,06.Entre 41 y 55 años,Debit Card,capital federal
centro,237556504,female,00. Sin Dato,Debit Card,capital federal
trelew,226593943,female,02.Entre 18 y 25 años,Account Money,chubut
hurlingham,93807972,male,06.Entre 41 y 55 años,Credit Card,buenos aires
rawson / barrio natania 7,223318433,male,04.Entre 31 y 35 años,Debit Card,san juan
corrientes,108359385,male,04.Entre 31 y 35 años,Account Money,cordoba
cap fed,22490865,male,00. Sin Dato,Account Money,capital federal
mercedes,339889634,female,02.Entre 18 y 25 años,Credit Card,capital federal
comandante luis piedra buena,48028095,male,06.Entre 41 y 55 años,Debit Card,santa cruz
laferrere,162146442,female,04.Entre 31 y 35 años,Credit Card,buenos aires
avellaneda,98149414,male,08.Mayor de 65 años,Debit Card,buenos aires
lomas de zamora,106155137,female,06.Entre 41 y 55 años,Debit Card,buenos aires
veronica,162827282,male,00. Sin Dato,Credit Card,jujuy
caba,96360935,female,06.Entre 41 y 55 años,Credit Card,buenos aires
caballito,169835748,female,06.Entre 41 y 55 años,Credit Card,capital federal
santa fe,5515033,male,08.Mayor de 65 años,Debit Card,santa fe
caba,65536085,male,07.Entre 56 y 65 años,Account Money,capital federal
longchamps,177622566,male,03.Entre 26 y 30 años,Debit Card,buenos aires
bernal,381949016,female,02.Entre 18 y 25 años,Account Money,buenos aires
palermo,83535202,female,06.Entre 41 y 55 años,Credit Card,capital federal
,35452698,female,03.Entre 26 y 30 años,Credit Card,capital federal
san fernando,106301803,male,07.Entre 56 y 65 años,Credit Card,santa fe
caseros,103167544,male,00. Sin Dato,Account Money,buenos aires
la matanza,375346026,Unknown,02.Entre 18 y 25 años,Debit Card,buenos aires
tigre,170102714,female,02.Entre 18 y 25 años,Credit Card,buenos aires
salta,16022421,female,06.Entre 41 y 55 años,Credit Card,capital federal
la capital,126827425,Unknown,06.Entre 41 y 55 años,Credit Card,santa fe
leandro n. alem,269752844,female,02.Entre 18 y 25 años,Account Money,buenos aires
capital,2246352,Unknown,06.Entre 41 y 55 años,Credit Card,capital federal
monte grande,189315106,male,06.Entre 41 y 55 años,Credit Card,buenos aires
merlo parque san martin(matera),336418015,male,00. Sin Dato,Credit Card,buenos aires
constitucion,80676925,male,06.Entre 41 y 55 años,Credit Card,buenos aires
ciudad autonoma de buenos aires,37088635,female,04.Entre 31 y 35 años,Debit Card,capital federal
trelew,254479076,female,05.Entre 36 y 40 años,Account Money,chubut
san nicolas,422218892,male,00. Sin Dato,Credit Card,capital federal
balvanera,438495877,male,00. Sin Dato,Debit Card,capital federal
virrey del pino,192959653,male,06.Entre 41 y 55 años,Account Money,buenos aires
corrientes,128449729,male,07.Entre 56 y 65 años,Account Money,corrientes
c.a.b.a.,48945817,female,08.Mayor de 65 años,Credit Card,capital federal
tres arroyos,182447971,male,02.Entre 18 y 25 años,Debit Card,buenos aires
san rafael,431459431,male,05.Entre 36 y 40 años,Account Money,mendoza
resistencia,102647542,male,02.Entre 18 y 25 años,Debit Card,chaco
goya,203809320,female,06.Entre 41 y 55 años,Ticket,corrientes
del viso,10488928,male,06.Entre 41 y 55 años,Debit Card,buenos aires
almagro,202013116,female,06.Entre 41 y 55 años,Debit Card,capital federal
tandil,261595454,male,02.Entre 18 y 25 años,Account Money,buenos aires
gonzalez catan,239586665,female,03.Entre 26 y 30 años,Credit Card,buenos aires
munro,31521073,male,07.Entre 56 y 65 años,Credit Card,buenos aires
villa carlos paz,258428470,male,04.Entre 31 y 35 años,Credit Card,cordoba
podadas,152212769,female,07.Entre 56 y 65 años,Debit Card,misiones
villatesei,153349886,Unknown,00. Sin Dato,Credit Card,buenos aires
san fernando,280892077,male,05.Entre 36 y 40 años,Ticket,capital federal
stroeder,27481364,female,06.Entre 41 y 55 años,Account Money,buenos aires
monserrat,95084422,female,04.Entre 31 y 35 años,Debit Card,capital federal
martinez,140182448,female,03.Entre 26 y 30 años,Credit Card,buenos aires
,62457122,male,04.Entre 31 y 35 años,Debit Card,capital federal
vicente lopez,111431494,female,04.Entre 31 y 35 años,Credit Card,buenos aires
mar del plata,336123532,female,00. Sin Dato,Debit Card,buenos aires
moron,83306757,female,06.Entre 41 y 55 años,Credit Card,capital federal
moreno,147350382,male,02.Entre 18 y 25 años,Debit Card,buenos aires
san fernando,115498599,female,05.Entre 36 y 40 años,Credit Card,buenos aires
caba,65668196,male,06.Entre 41 y 55 años,Credit Card,buenos aires
ituzaingo,274506381,male,03.Entre 26 y 30 años,Debit Card,buenos aires
chepes,256232130,male,03.Entre 26 y 30 años,Ticket,la rioja
lujan,298395268,female,06.Entre 41 y 55 años,Debit Card,buenos aires
moreno,17314312,male,06.Entre 41 y 55 años,Credit Card,buenos aires
san juan,200666148,male,05.Entre 36 y 40 años,Credit Card,san juan
gobernador mansilla,265206458,male,03.Entre 26 y 30 años,Account Money,entre rios
bahia blanca,96311938,female,06.Entre 41 y 55 años,Account Money,buenos aires
santa fe,115316364,male,05.Entre 36 y 40 años,Account Money,cordoba
once,80276406,male,04.Entre 31 y 35 años,Debit Card,capital federal
caba,220522590,female,02.Entre 18 y 25 años,Debit Card,capital federal
victoria,46137637,male,05.Entre 36 y 40 años,Credit Card,buenos aires
mar del tuyu,263684242,male,02.Entre 18 y 25 años,Credit Card,buenos aires
mendoza,329467339,male,03.Entre 26 y 30 años,Credit Card,mendoza
"san pedro,pozo azul",348060217,female,00. Sin Dato,Account Money,misiones
caba,54023203,male,04.Entre 31 y 35 años,Account Money,capital federal
villa pueyrredon,36734742,male,04.Entre 31 y 35 años,Debit Card,capital federal
balvanera,120599182,female,04.Entre 31 y 35 años,Debit Card,capital federal
chilecito,78545029,female,06.Entre 41 y 55 años,Ticket,la rioja
san nicolas,153289972,male,03.Entre 26 y 30 años,Credit Card,capital federal
florencio varela,276397386,female,06.Entre 41 y 55 años,Debit Card,buenos aires
capital federal,11948519,male,06.Entre 41 y 55 años,Credit Card,capital federal
buenos aires,68536280,female,06.Entre 41 y 55 años,Credit Card,capital federal
tapiales,86626313,male,06.Entre 41 y 55 años,Credit Card,buenos aires
cordoba,181028636,male,02.Entre 18 y 25 años,Credit Card,cordoba
floresta,306292094,male,06.Entre 41 y 55 años,Credit Card,capital federal
crespo,79665085,male,04.Entre 31 y 35 años,Debit Card,entre rios
corrientes,30069668,male,05.Entre 36 y 40 años,Debit Card,corrientes
san fernando,204475625,female,02.Entre 18 y 25 años,Debit Card,buenos aires
santiago del estero,7440576,male,03.Entre 26 y 30 años,Credit Card,santiago del estero
caba,324315395,female,06.Entre 41 y 55 años,Credit Card,capital federal
liniers,43447880,female,04.Entre 31 y 35 años,Credit Card,capital federal
sumampa,190929511,male,03.Entre 26 y 30 años,Account Money,santiago del estero
lujan,243293816,female,03.Entre 26 y 30 años,Credit Card,buenos aires
caba,137631134,female,03.Entre 26 y 30 años,Debit Card,capital federal
caba,144605073,Unknown,00. Sin Dato,Credit Card,capital federal
barranqueras,144176130,male,04.Entre 31 y 35 años,Credit Card,chaco
garuhape,318584535,female,05.Entre 36 y 40 años,Account Money,misiones
caba,47373212,female,00. Sin Dato,Credit Card,capital federal
daireaux,274062142,male,06.Entre 41 y 55 años,Credit Card,buenos aires
cordoba,252069156,female,04.Entre 31 y 35 años,Account Money,cordoba
microcentro,20181702,male,06.Entre 41 y 55 años,Debit Card,buenos aires
miraflores,417464876,male,02.Entre 18 y 25 años,Account Money,catamarca
salta,328163477,male,00. Sin Dato,Account Money,salta
lomas de zamora,162542694,male,03.Entre 26 y 30 años,Debit Card,buenos aires
,71335486,female,03.Entre 26 y 30 años,Credit Card,buenos aires
mariano acosta,274177051,female,03.Entre 26 y 30 años,Account Money,buenos aires
wilde,77301712,male,06.Entre 41 y 55 años,Credit Card,buenos aires
corrientes,52071098,female,06.Entre 41 y 55 años,Debit Card,corrientes
santos lugares,142599889,female,03.Entre 26 y 30 años,Credit Card,buenos aires
retiro,47418537,male,05.Entre 36 y 40 años,Credit Card,capital federal
palpala,99496317,male,05.Entre 36 y 40 años,Debit Card,jujuy
san nicolas,144761887,female,00. Sin Dato,Credit Card,buenos aires
capital federal,186767376,female,04.Entre 31 y 35 años,Debit Card,capital federal
pilar,287810691,male,06.Entre 41 y 55 años,Credit Card,buenos aires
villa bosch,52562340,male,03.Entre 26 y 30 años,Credit Card,buenos aires
moreno,46690686,male,02.Entre 18 y 25 años,Credit Card,buenos aires
estanislao del campo,343779373,female,02.Entre 18 y 25 años,Account Money,formosa
puerto deseado,426426177,male,03.Entre 26 y 30 años,Account Money,santa cruz
"los polvorines, malvinas argentinas",43980297,female,06.Entre 41 y 55 años,Account Money,buenos aires
adrogue,81295316,female,05.Entre 36 y 40 años,Account Money,buenos aires
puerto esperanza,245048500,male,06.Entre 41 y 55 años,Credit Card,misiones
florida,419095189,Unknown,04.Entre 31 y 35 años,Account Money,buenos aires
rio cuarto,17762997,male,05.Entre 36 y 40 años,Debit Card,cordoba
caba,76188234,female,06.Entre 41 y 55 años,Credit Card,capital federal
ingeniero budge,310751028,male,06.Entre 41 y 55 años,Debit Card,buenos aires
banfield,108196480,male,03.Entre 26 y 30 años,Credit Card,buenos aires
rosario,193186556,female,04.Entre 31 y 35 años,Account Money,santa fe
ramos mejia,267238581,male,04.Entre 31 y 35 años,Credit Card,buenos aires
avellaneda,171741534,male,04.Entre 31 y 35 años,Credit Card,buenos aires
san jose de feliciano,32547860,female,06.Entre 41 y 55 años,Credit Card,capital federal
rio galleos,320856841,female,03.Entre 26 y 30 años,Account Money,santa cruz
buenos aires,166089992,male,04.Entre 31 y 35 años,Debit Card,buenos aires
belgrano,355223695,Unknown,00. Sin Dato,Debit Card,capital federal
retiro,60257911,male,06.Entre 41 y 55 años,Account Money,capital federal
parque chas,313415255,male,05.Entre 36 y 40 años,Account Money,capital federal
trenque lauquen,320426043,female,07.Entre 56 y 65 años,Account Money,buenos aires
monserrat,27841017,male,06.Entre 41 y 55 años,Credit Card,capital federal
almirante brown,165942034,male,03.Entre 26 y 30 años,Debit Card,buenos aires
belgrano,174872939,male,02.Entre 18 y 25 años,Debit Card,capital federal
villa urquiza,13607567,male,06.Entre 41 y 55 años,Credit Card,capital federal
capital federal,25693377,male,03.Entre 26 y 30 años,Credit Card,buenos aires
muñiz,36046323,female,04.Entre 31 y 35 años,Account Money,buenos aires
palermo,411092253,male,06.Entre 41 y 55 años,Credit Card,capital federal
bella vista,261963162,female,02.Entre 18 y 25 años,Account Money,buenos aires
rosario,98021569,male,06.Entre 41 y 55 años,Credit Card,santa fe
boedo,31072830,male,06.Entre 41 y 55 años,Debit Card,capital federal
olavarria,215874309,male,04.Entre 31 y 35 años,Account Money,buenos aires
palermo,398589856,male,00. Sin Dato,Credit Card,capital federal
buenos aires,3496513,female,05.Entre 36 y 40 años,Credit Card,buenos aires
posadas,363637836,male,00. Sin Dato,Account Money,misiones
beltran,237537153,male,02.Entre 18 y 25 años,Debit Card,santiago del estero
buenos aires,79113420,female,04.Entre 31 y 35 años,Credit Card,capital federal
tafi viejo,318387417,female,03.Entre 26 y 30 años,Account Money,tucuman
santa rosa,185088359,male,02.Entre 18 y 25 años,Credit Card,la pampa
,92412933,male,05.Entre 36 y 40 años,Credit Card,capital federal
villa dominico,38124728,female,07.Entre 56 y 65 años,Credit Card,buenos aires
caseros,64447107,female,02.Entre 18 y 25 años,Debit Card,buenos aires
malargue,3302320,male,05.Entre 36 y 40 años,Debit Card,capital federal
bahia blanca,246975624,female,04.Entre 31 y 35 años,Debit Card,buenos aires
,54802280,male,08.Mayor de 65 años,Credit Card,buenos aires
nuñez,105572915,female,04.Entre 31 y 35 años,Debit Card,capital federal
san miguel,242494673,female,02.Entre 18 y 25 años,Credit Card,buenos aires
,44637075,male,04.Entre 31 y 35 años,Credit Card,buenos aires
villa cerina,342732880,Unknown,00. Sin Dato,Account Money,buenos aires
el talar,204590513,female,05.Entre 36 y 40 años,Credit Card,buenos aires
granadero baigorria,201904977,male,02.Entre 18 y 25 años,Credit Card,santa fe
palermo,16362006,female,04.Entre 31 y 35 años,Credit Card,capital federal
almirante brown,169694491,male,03.Entre 26 y 30 años,Debit Card,buenos aires
nuñez,77049977,male,05.Entre 36 y 40 años,Account Money,capital federal
del viso pilar,157346422,female,03.Entre 26 y 30 años,Debit Card,buenos aires
villa ballester,438610012,female,07.Entre 56 y 65 años,Debit Card,buenos aires
temperley,27959960,male,05.Entre 36 y 40 años,Credit Card,buenos aires
buenos aires,262952454,male,02.Entre 18 y 25 años,Account Money,buenos aires
acassuso,119704252,male,02.Entre 18 y 25 años,Account Money,buenos aires
buenos aires,147842573,female,03.Entre 26 y 30 años,Credit Card,buenos aires
villa ballester,243189652,male,02.Entre 18 y 25 años,Credit Card,buenos aires
san miguel,402959848,female,03.Entre 26 y 30 años,Debit Card,buenos aires
tandil,128091723,female,04.Entre 31 y 35 años,Credit Card,buenos aires
moron,147218175,female,03.Entre 26 y 30 años,Credit Card,buenos aires
chacarita,315463606,male,02.Entre 18 y 25 años,Credit Card,capital federal
capital federal,91838598,female,08.Mayor de 65 años,Credit Card,capital federal
,98675139,male,03.Entre 26 y 30 años,Debit Card,entre rios
william c.morris,348764997,male,02.Entre 18 y 25 años,Debit Card,buenos aires
san salvador de jujuy,180456701,male,06.Entre 41 y 55 años,Account Money,jujuy
caba,172889400,male,02.Entre 18 y 25 años,Credit Card,capital federal
balvanera,35497888,female,06.Entre 41 y 55 años,Credit Card,capital federal
gral fdez oro,252029798,female,06.Entre 41 y 55 años,Credit Card,rio negro
"rincòn de milberg, tigre",185560698,male,06.Entre 41 y 55 años,Credit Card,buenos aires
san martin,128285260,male,07.Entre 56 y 65 años,Credit Card,buenos aires
esteban echeverria,234747962,male,05.Entre 36 y 40 años,Credit Card,buenos aires
cordoba,381977301,male,03.Entre 26 y 30 años,Debit Card,cordoba
pasodelrey,3643415,male,05.Entre 36 y 40 años,Ticket,buenos aires
maipu,335618624,female,07.Entre 56 y 65 años,Credit Card,buenos aires
caba,101207077,female,07.Entre 56 y 65 años,Credit Card,capital federal
escobar,121558576,male,03.Entre 26 y 30 años,Credit Card,buenos aires
colegiales,71662812,female,06.Entre 41 y 55 años,Credit Card,capital federal
,38746295,male,04.Entre 31 y 35 años,Credit Card,buenos aires
barranqueras,358709960,female,05.Entre 36 y 40 años,Account Money,chaco
san luis,244890870,male,05.Entre 36 y 40 años,Credit Card,san luis
florencio varela,170679196,male,04.Entre 31 y 35 años,Account Money,buenos aires
mataderos,29216554,male,00. Sin Dato,Account Money,capital federal
buenos aires,275106010,male,00. Sin Dato,Debit Card,capital federal
cordoba,229023399,male,06.Entre 41 y 55 años,Account Money,cordoba
esteban echeverria,187813808,female,00. Sin Dato,Account Money,buenos aires
formosa,193127010,male,07.Entre 56 y 65 años,Credit Card,formosa
san justo,155135877,male,02.Entre 18 y 25 años,Credit Card,buenos aires
san luis,94952808,male,06.Entre 41 y 55 años,Credit Card,san luis
villabosch,118855664,female,04.Entre 31 y 35 años,Credit Card,buenos aires
,112331733,male,05.Entre 36 y 40 años,Credit Card,capital federal
san martin,129839719,female,04.Entre 31 y 35 años,Credit Card,buenos aires
,124171413,male,03.Entre 26 y 30 años,Account Money,mendoza
las toninas,216001271,female,02.Entre 18 y 25 años,Account Money,buenos aires
caba,396735027,male,05.Entre 36 y 40 años,Credit Card,capital federal
bahia blanca,201056122,male,03.Entre 26 y 30 años,Credit Card,buenos aires
capital federal,49056112,male,03.Entre 26 y 30 años,Credit Card,capital federal
